Number	Address	CrimeType	Date	Time
17-OPD-0407	36 E HIGH ST	PROHIBITED ACTS	3/4/17	11:23:00PM
17-OPD-0408	36 E HIGH ST	PROHIBITED ACTS	3/4/17	11:42:00PM
17-OPD-0409	36 E HIGH ST	PROHIBITED ACTS	3/4/17	11:58:00PM
17-OPD-0410	36 E HIGH ST	PROHIBITED ACTS	3/5/17	12:10:00AM
17-OPD-0411	36 East High Street	PROHIBITED ACTS	3/4/17	11:20:00PM
17-OPD-0412	36 E HIGH ST	PROHIBITED ACTS	3/5/17	12:25:00AM
17-OPD-0413	36 E HIGH ST	PROHIBITED ACTS	3/4/17	11:30:00PM
17-OPD-0414	36 E HIGH ST	PROHIBITED ACTS	3/5/17	12:11:00AM
17-OPD-0415	11 N. College Ave.	Theft	3/6/17	3:04:00PM
17-OPD-0420	300 S LOCUST ST	Criminal Simulation	3/7/17	12:39:00PM
17-OPD-0422	36 E HIGH ST	Criminal Simulation	3/8/17	3:19:00AM
17-OPD-0423	37 W HIGH ST	Breaking And Entering	3/8/17	10:23:00AM
17-OPD-0424	101 E. Chestnut	Theft - 23E	3/8/17	4:11:00PM
17-OPD-0427	302 Brookview Ct	unspecified	3/8/17	11:36:00PM
17-OPD-0428	306 N MAIN ST	Theft -Without Consent	3/9/17	9:17:00AM
17-OPD-0429	120 WOOSTER PL	Theft -Without Consent	3/9/17	12:10:00PM
17-OPD-0430	306 N MAIN ST	Theft -Without Consent	3/9/17	3:59:00PM
17-OPD-0431	105 W. Sycamore Street	Theft - 23F	3/9/17	6:11:00PM
17-OPD-0433	107 E CHURCH ST	unspecified	3/10/17	2:27:00AM
17-OPD-0434	5141 RED CLOUD CT	Unauthorized Use Of Motor Vehicle	3/10/17	6:22:00PM
17-OPD-0435	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	3/10/17	11:50:00PM
17-OPD-0436	17 N POPLAR ST	Sale of Liquor to Underage Person - underage consume beer in	3/11/17	12:25:00AM
17-OPD-0437	0-BLK N POPLAR ST	SALES TO AND USE BY UNDERAGE PERSONS; SECURING PUBLIC ACCOMO	3/11/17	1:11:00AM
17-OPD-0438	36 E HIGH ST	Assault	3/11/17	1:30:00AM
17-OPD-0440	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	3/11/17	1:44:00AM
17-OPD-0441	N POPLAR ST // E HIGH ST	SALES TO AND USE BY UNDERAGE PERSONS; SECURING PUBLIC ACCOMO	3/11/17	2:24:00AM
17-OPD-0442	S MAIN ST // SPRING ST	Assault	3/11/17	2:55:00AM
17-OPD-0443	101 North Main Street	OPD- Criminal Mischief;Damage	3/11/17	2:01:00AM
17-OPD-0447	36 E HIGH ST	OPD- SALES TO AND USE BY UNDERAGE PERSONS	3/11/17	1:59:00PM
17-OPD-0453	108 E SPRING ST	SALES TO AND USE BY UNDERAGE PERSONS; SECURING PUBLIC ACCOMO	3/11/17	11:57:00PM
17-OPD-0456	36 W HIGH ST	"Criminal Mischief - Move, Deface, Tamper, Etc. Property Of A"	3/12/17	3:44:00AM
17-OPD-0457	110 North Poplar Street	OPD- Open Container;Motor Vehicle	3/12/17	6:18:00AM
17-OPD-0458	11 S POPLAR ST	OPD- Theft (Theft from Building)	3/12/17	10:36:00AM
17-OPD-0459	230 W WITHROW ST	Criminal Damaging/Endangering	3/12/17	12:42:00PM
17-OPD-0460	5188 RED CLOUD CT	unspecified	3/12/17	8:37:00PM
17-OPD-0461	10 E WALNUT ST	unspecified	2/23/17	8:44:00PM
17-OPD-0462	105 E SYCAMORE ST	Theft -Without Consent	3/13/17	12:12:00PM
17-OPD-0463	215 N ELM ST	Theft - 23F	3/13/17	2:22:00PM
17-OPD-0465	305 N. Main St.	Theft - 23F	3/13/17	4:26:00PM
17-OPD-0467	401 N CAMPUS AV	Theft - 23F	3/13/17	7:17:00PM
17-OPD-0468	5720 COLLEGE CORNER PIKE	Telecommunications Fraud	3/13/17	11:35:00PM
17-OPD-0469	101 W HIGH ST	PETTY THEFT	3/14/17	2:17:00AM
17-OPD-0470	4985 COLLEGE CORNER PIKE	Theft - 23C	3/14/17	9:53:00AM
17-OPD-0473	416 N BEECH ST	Theft	3/14/17	11:51:00AM
17-OPD-0475	21 Lynn Avenue	SALES TO AND USE BY UNDERAGE PERSONS; SECURING PUBLIC ACCOMO	3/14/17	5:49:00PM
17-OPD-0476	21 Lynn Avenue	CERTAIN ACTS PROHIBITED	3/14/17	5:55:00PM
17-OPD-0480	200 BLOCK W. SPRING ST.	OVI - ANY CHEMICAL	3/15/17	3:04:00AM
17-OPD-0481	21 LYNN AVE	OPD- Certain Acts/Display Altered	3/15/17	5:27:00PM
17-OPD-0482	21 LYNN ST	CERTAIN ACTS PROHIBTED / CERTAIN ACTS PROHIBITED	3/15/17	6:58:00PM
17-OPD-0483	300 S LOCUST ST	Sale of Liquor to Underage Person - underage consume beer in	3/15/17	8:05:00PM
17-OPD-0484	610 Oak St.	Driving While Under the Influence of Alcohol/Drugs	3/15/17	11:07:00PM
17-OPD-0487	7 E SPRING ST	SALES TO AND USE BY UNDERAGE PERSONS; SECURING PUBLIC ACCOMO	3/16/17	2:35:00AM
17-OPD-0488	222 S POPLAR ST	SALES TO AND USE BY UNDERAGE PERSONS; SECURING PUBLIC ACCOMO	3/16/17	3:31:00AM
17-OPD-0493	101 W HIGH ST	OPD- Certain Acts/Display Altered	3/16/17	8:53:00AM
17-OPD-0499	E SPRING ST // S CAMPUS AV	Sale of Liquor to Underage Person - underage consume beer in	3/16/17	2:21:00PM
17-OPD-0503	108 E SPRING ST	OPD- SALES TO AND USE BY UNDERAGE PERSONS	3/16/17	3:20:00PM
17-OPD-0504	200-BLK S POPLAR ST	OPD- SALES TO AND USE BY UNDERAGE PERSONS	3/16/17	3:48:00PM
17-OPD-0505	200-BLK S POPLAR ST	Sale of Liquor to Underage Person - underage consume beer in	3/16/17	3:48:00PM
17-OPD-0506	210 S. Main Street	OPD- SALES TO AND USE BY UNDERAGE PERSONS	3/16/17	3:55:00PM
17-OPD-0509	200-BLK S MAIN ST	OPD- Sales/Buys Underage Persons	3/16/17	4:06:00PM
17-OPD-0510	200-BLK S MAIN ST	OPD- SALES TO AND USE BY UNDERAGE PERSONS	3/16/17	4:14:00PM
17-OPD-0511	200-BLK S MAIN ST	Sale of Liquor to Underage Person - underage consume beer in	3/16/17	3:57:00PM
17-OPD-0513	200-BLK S MAIN ST	OPD- SALES TO AND USE BY UNDERAGE PERSONS	3/16/17	4:24:00PM
17-OPD-0514	210 S. Main Street	Sale of Liquor to Underage Person - underage consume beer in	3/16/17	4:00:00PM
17-OPD-0515	200-BLK S MAIN ST	OPD- Sales/Buys Underage Persons	3/16/17	4:26:00PM
17-OPD-0517	210 S MAIN ST	Sale of Liquor to Underage Person - underage consume beer in	3/16/17	4:17:00PM
17-OPD-0518	210 S MAIN ST	Sale of Liquor to Underage Person - underage consume beer in	3/16/17	4:54:00PM
17-OPD-0520	210 S MAIN ST	OPD- Noise;Instruments/Stereos	3/16/17	4:52:00PM
17-OPD-0521	200-BLK S MAIN ST	Sale of Liquor to Underage Person - underage consume beer in	3/16/17	4:00:00PM
17-OPD-0526	405 E VINE ST	OPD- SALES TO AND USE BY UNDERAGE PERSONS	3/16/17	6:09:00PM
17-OPD-0527	405 E VINE ST	OPD- SALES TO AND USE BY UNDERAGE PERSONS	3/16/17	6:04:00PM
17-OPD-0529	405 E VINE ST	Sale of Liquor to Underage Person - underage consume beer in	3/16/17	6:20:00PM
17-OPD-0530	405 E VINE ST	Sale of Liquor to Underage Person - underage consume beer in	3/16/17	6:11:00PM
17-OPD-0531	210 TALLAWANDA RD	OPD- SALES TO AND USE BY UNDERAGE PERSONS	3/16/17	6:20:00PM
17-OPD-0533	4163 Indian Trace Dr.	MISSING PERSON	3/16/17	5:19:00PM
17-OPD-0535	208 UNIVERSITY AV	OPD- SALES TO AND USE BY UNDERAGE PERSONS	3/16/17	6:33:00PM
17-OPD-0537	308 University	Sale of Liquor to Underage Person - underage consume beer in	3/16/17	6:33:00PM
17-OPD-0538	208 UNIVERSITY AV	Sale of Liquor to Underage Person - underage consume beer in	3/16/17	6:33:00PM
17-OPD-0540	300 block E. Spring St.	Assault - Knowingly Harm Victim	3/16/17	9:00:00PM
17-OPD-0541	36 East High Street	Sale of Liquor to Underage Person - underage consume beer in	3/16/17	10:58:00PM
17-OPD-0542	36 E HIGH ST	Criminal Trespass - Land Premises Of Another	3/16/17	11:38:00PM
17-OPD-0543	9 W HIGH ST	Criminal Trespass	3/16/17	11:57:00PM
17-OPD-0544	45 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	3/17/17	1:08:00AM
17-OPD-0547	209 E SYCAMORE ST	CERTAIN ACTS PROHIBITED	3/15/17	5:00:00PM
17-OPD-0548	716 S COLLEGE AV	unspecified	3/17/17	9:07:00PM
17-OPD-0550	305 S LOCUST ST	Endangering Children - abuse	3/18/17	12:37:00PM
17-OPD-0551	5201 COLLEGE CORNER PIKE	Criminal Trespass - Land Premises Of Another	3/19/17	3:07:00PM
17-OPD-0552	5201 COLLEGE CORNER PIKE	Domestic Violence - knowingly cause physical harm	3/19/17	4:01:00PM
17-OPD-0553	5056 COLLEGE CORNER PIKE	OVI - ANY CHEMICAL	3/19/17	8:52:00PM
17-OPD-0555	5201 COLLEGE CORNER PIKE	Criminal Damaging/Endangering - Knowingly Any Means	3/20/17	9:23:00PM
17-OPD-0556	5032 COLLEGE CORNER PIKE	Assault	3/21/17	6:25:00PM
17-OPD-0558	300 S LOCUST ST	Theft	3/22/17	10:34:00AM
17-OPD-0560	5190 COLLEGE CORNER PIKE	Theft	3/23/17	8:52:00AM
17-OPD-0561	5201 COLLEGE CORNER PIKE	Criminal Mischief	3/23/17	8:52:00AM
17-OPD-0563	5100-4900 block College Corner Pike	OVI - ANY CHEMICAL	3/24/17	10:30:00PM
17-OPD-0564	323 W VINE ST	DEATH	3/25/17	12:30:00PM
17-OPD-0565	814 S. Main St.	DEATH	3/25/17	2:02:00PM
17-OPD-0566	120 W SYCAMORE ST	Theft	3/26/17	7:24:00PM
17-OPD-0567	609 HONOR LN	Criminal Trespass - Fail To Leave; Recklessly	3/26/17	8:28:00PM
17-OPD-0568	507 N BEECH ST	"Gross Sexual Imposition - Victim < 13, Statutory"	3/26/17	10:15:00PM
17-OPD-0569	5100-BLK COLLEGE CORNER PIKE	Possession of Drugs_schedule I or II substance	3/26/17	10:00:00PM
17-OPD-0573	36 E HIGH ST	Assault - Knowingly Harm Victim	3/28/17	1:41:00AM
17-OPD-0574	7 ANGELA CT	Criminal Damaging/Endangering - Knowingly Any Means	3/28/17	4:46:00AM
17-OPD-0575	5198 WESTGATE DR	Theft -Without Consent	3/28/17	8:09:00AM
17-OPD-0576	4030 OXFORD REILY RD	unspecified	3/28/17	3:53:00PM
17-OPD-0577	101 E CHESTNUT ST	unspecified	3/28/17	6:20:00PM
17-OPD-0578	44 JEFFREY DR	Theft -Without Consent	3/28/17	7:55:00PM
17-OPD-0579	5273 College Corner Pike	Theft	3/28/17	8:29:00PM
17-OPD-0581	218 N POPLAR ST	"Aggravated Robbery_deadly weapon on or about suspect, contro"	3/28/17	11:25:00PM
17-OPD-0582	101 W. High St.	Possession of Drugs_schedule I or II substance	3/28/17	11:25:00PM
17-OPD-0583	5032 COLLEGE CORNER PIKE	Theft -Without Consent	3/28/17	11:34:00PM
17-OPD-0584	218 N POPLAR ST	unspecified	3/29/17	2:38:00AM
17-OPD-0586	4892 James Road	Theft	3/29/17	4:44:00PM
17-OPD-0587	4883 JAMES RD	Criminal Trespass - Land Premises Of Another	3/29/17	8:01:00PM
17-OPD-0589	6325 DEVONSHIRE DR	Theft -Without Consent	3/30/17	7:01:00AM
17-OPD-0591	163 JACQUELINE DR	Theft - 23F	3/30/17	10:10:00AM
17-OPD-0592	110 N POPLAR ST	Rape - Substantially Impair Judgement	3/30/17	11:48:00AM
17-OPD-0593	6243 CONTRERAS RD	Theft - 23F	3/30/17	4:47:00PM
17-OPD-0594	6696 Contreras Rd.	unspecified	3/30/17	5:54:00PM
17-OPD-0595	194 HILLTOP RD	Theft - 23F	3/30/17	6:22:00PM
17-OPD-0596	23 E HIGH ST	Theft	3/30/17	6:45:00PM
17-OPD-0598	6242 DEVONSHIRE DR	Theft - 23F	3/30/17	8:09:00PM
17-OPD-0600	260 S LOCUST ST	unspecified	3/30/17	10:49:00PM
17-OPD-0603	11 S POPLAR ST	Sale of Liquor to Underage Person - underage consume beer in	3/31/17	1:35:00AM
17-OPD-0605	20 REAGH`S WY	Unruly Juvenile Offenses	3/31/17	3:31:00PM
17-OPD-0606	507 Wells Mil Drive	"Criminal Mischief - Move, Deface, Tamper, Etc. Property Of A"	3/31/17	4:34:00PM
17-OPD-0612	17 N POPLAR ST	Sale of Liquor to Underage Person - underage consume beer in	4/1/17	12:06:00AM
17-OPD-0613	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	4/1/17	12:29:00AM
17-OPD-0614	45 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	4/1/17	1:15:00AM
17-OPD-0617	101 W HIGH ST	Theft -Without Consent	4/1/17	1:34:00AM
17-OPD-0619	101 E COLLINS ST	Burglary - Purpose To Commit Misdemeanor/Not Theft Offense	4/1/17	4:56:00AM
17-OPD-0620	23 W. Spring St.	Criminal Damaging/Endangering - Knowingly Any Means	4/1/17	10:34:00AM
17-OPD-0621	5195 BROWN RD	Domestic Violence - knowingly cause physical harm	4/1/17	11:32:00AM
17-OPD-0622	36 E HIGH ST	Theft - 23D	4/1/17	1:39:00PM
17-OPD-0624	125 BERN ST	SUICIDAL PERSON	4/1/17	4:10:00PM
17-OPD-0626	S POPLAR ST // E WALNUT ST	Criminal Mischief	4/1/17	7:31:00PM
17-OPD-0627	550 S LOCUST ST	Theft -Without Consent	4/1/17	9:41:00PM
17-OPD-0628	36 E HIGH ST	OPD- Certain Acts/Display Altered	4/2/17	12:17:00AM
17-OPD-0629	33 E HIGH ST	Criminal Damaging/Endangering - Knowingly Any Means	4/2/17	1:21:00AM
17-OPD-0631	0-BLK E HIGH ST	Driving While Under the Influence of Alcohol/Drugs	4/2/17	3:00:00AM
17-OPD-0634	115 W. Collins St.	Burglary - Purpose To Commit Theft Offense Or Felony	4/2/17	10:09:00AM
17-OPD-0638	5279 COLLEGE CORNER PIKE	"Telephone Harassment - call w/ purpose to abuse, threaten, a"	4/2/17	9:01:00PM
17-OPD-0640	5032 COLLEGE CORNER PIKE	Burglary - Purpose To Commit Misdemeanor/Not Theft Offense	4/3/17	1:21:00AM
17-OPD-0643	511 S COLLEGE AV	Theft -Beyond Expression/Implied Consent	4/3/17	2:17:00PM
17-OPD-0644	261 EISENHOWER WAY	Theft	4/3/17	4:59:00PM
17-OPD-0645	325 W VINE ST	unspecified	4/3/17	4:52:00PM
17-OPD-0646	36 E HIGH ST	Misuse Of Credit Card	4/3/17	8:28:00PM
17-OPD-0647	28 DEER TRAIL CR	Telephone Harassment - fail to desist	4/3/17	9:05:00PM
17-OPD-0648	W HIGH ST // LOCUST ST	unspecified	3/31/17	12:35:00AM
17-OPD-0649	5262 BROWN RD	unspecified	4/5/17	9:29:00AM
17-OPD-0650	412 N BEECH ST	Theft - 23F	4/5/17	5:56:00PM
17-OPD-0651	327 S POPLAR ST	unspecified	4/5/17	9:18:00PM
17-OPD-0655	0 N POPLAR ST	RIGHT OF WAY IN CROSSWALK	4/7/17	12:10:00AM
17-OPD-0656	716 S COLLEGE AV	unspecified	4/7/17	12:32:00AM
17-OPD-0657	0 BLK N POPLAR ST	Sale of Liquor to Underage Person - underage consume beer in	4/7/17	1:36:00AM
17-OPD-0658	36 E HIGH ST	Disorderly Conduct - intoxicated annoy or alarm	4/7/17	2:06:00AM
17-OPD-0659	1 E HIGH ST	Assault - Knowingly Harm Victim	4/7/17	1:49:00AM
17-OPD-0661	304 E CHURCH ST	OPD- Criminal Mischief;Damage	4/7/17	2:26:00PM
17-OPD-0662	30 Parl Place West	Theft	4/7/17	6:03:00PM
17-OPD-0663	S COLLEGE AV // COLLINS ST	OVI - ANY CHEMICAL	4/8/17	1:27:00AM
17-OPD-0664	E CHURCH ST // UNIVERSITY AV	unspecified	4/8/17	2:45:00AM
17-OPD-0666	115 E WALNUT ST	OPD- Criminal Mischief;Damage	4/8/17	12:21:00PM
17-OPD-0669	65 LANTERN RIDGE RD	Criminal Mischief	4/8/17	2:18:00PM
17-OPD-0671	36 E HIGH ST	OPD- SALES TO AND USE BY UNDERAGE PERSONS	4/8/17	2:26:00PM
17-OPD-0673	100-BLK BISHOP ST	OPD- SALES TO AND USE BY UNDERAGE PERSONS	4/8/17	3:01:00PM
17-OPD-0676	305 N MAIN ST	OPD- SALES TO AND USE BY UNDERAGE PERSONS	4/8/17	3:44:00PM
17-OPD-0678	305 N MAIN ST	unspecified	4/8/17	3:32:00PM
17-OPD-0679	23 E HIGH ST	OPD- SALES TO AND USE BY UNDERAGE PERSONS	4/8/17	4:29:00PM
17-OPD-0680	210 S MAIN ST	OPD- SALES TO AND USE BY UNDERAGE PERSONS	4/8/17	5:49:00PM
17-OPD-0684	315 UNIVERSITY AV	"Robbery - Force, Threat Of Force"	4/9/17	1:08:00AM
17-OPD-0685	45 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	4/9/17	1:04:00AM
17-OPD-0686	110 N POPLAR ST	OPD - 529.02E - Underage Person; Possession/Consumption / OP	4/9/17	1:49:00AM
17-OPD-0689	903 MARILYN DR	CRIMINAL MISCHIEF	4/9/17	11:12:00AM
17-OPD-0690	162 RYAN DR	Criminal Mischief	4/9/17	12:04:00PM
17-OPD-0691	261 REAGAN PL	Theft -Without Consent	4/9/17	4:29:00PM
17-OPD-0694	5201 COLLEGE CORNER PIKE	Obstructing Official Business	4/10/17	7:02:00AM
17-OPD-0696	5201 COLLEGE CORNER PIKE	Breaking And Entering	4/11/17	11:17:00AM
17-OPD-0697	5032 COLLEGE CORNER PIKE	Theft in Office	4/11/17	12:20:00PM
17-OPD-0699	5285 COLLEGE CORNER PIKE	Telephone Harassment - fail to desist	4/11/17	6:34:00PM
17-OPD-0700	4163 Indian Trace Dr	Criminal Mischief	4/11/17	8:38:00PM
17-OPD-0703	400 E VINE ST	Criminal Damaging/Endangering - Knowingly Any Means	4/12/17	2:24:00AM
17-OPD-0704	5720 COLLEGE CORNER PIKE	Theft - 23C	4/12/17	7:00:00AM
17-OPD-0705	5958 VEREKER DR	Criminal Damaging/Endangering - Knowingly Any Means	4/12/17	8:45:00AM
17-OPD-0706	Sycamore St at Main St	Driving While Under the Influence of Alcohol/Drugs	4/12/17	1:46:00PM
17-OPD-0708	5201 COLLEGE CORNER PIKE	Assault - Knowingly Harm Victim	4/12/17	10:53:00PM
17-OPD-0709	5284 COLLEGE CORNER PIKE	Criminal Damaging/Endangering - Knowingly Any Means	4/12/17	11:55:00PM
17-OPD-0711	132 NORTHRIDGE DR	Theft - 23F	4/13/17	8:35:00AM
17-OPD-0712	5056 COLLEGE CORNER PIKE	unspecified	4/13/17	9:42:00AM
17-OPD-0713	300 S LOCUST ST	Theft -Without Consent	4/13/17	12:04:00PM
17-OPD-0715	4985 COLLEGE CORNER PIKE	Theft	4/13/17	4:09:00PM
17-OPD-0716	47 INDIAN COVE CIR	Theft -Without Consent	4/13/17	9:07:00PM
17-OPD-0717	435 LINCOLN ST	Theft - 23D	4/13/17	10:17:00PM
17-OPD-0721	45 E HIGH ST	Assault - Knowingly Harm Victim	4/14/17	1:14:00AM
17-OPD-0723	122 S. Campus Ave	OPD- Certain Acts/Display Altered	4/14/17	3:01:00AM
17-OPD-0724	25 E WALNUT ST	Sale of Liquor to Underage Person - underage consume beer in	4/14/17	5:55:00AM
17-OPD-0725	32 E HIGH ST	Theft -Without Consent	4/14/17	2:00:00PM
17-OPD-0726	N POPLAR ST // E CHURCH ST	"Criminal Mischief - Move, Deface, Tamper, Etc. Property Of A"	4/14/17	8:32:00PM
17-OPD-0728	5100-BLK COLLEGE CORNER PIKE	WARRANT ASSIST / ARREST	4/14/17	9:12:00PM
17-OPD-0729	5300-BLK COLLEGE CORNER PIKE	Possession of Drugs_hashish	4/15/17	12:22:00AM
17-OPD-0730	314 HEATHER LN	Sale of Liquor to Underage Person - underage consume beer in	4/15/17	2:26:00AM
17-OPD-0732	217 N CAMPUS AV	Burglary	4/15/17	10:30:00AM
17-OPD-0734	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	4/15/17	2:14:00PM
17-OPD-0735	31 E HIGH ST	Theft	4/15/17	2:40:00PM
17-OPD-0736	108 S MAIN ST	OPD- Criminal Mischief;Damage	4/15/17	3:01:00PM
17-OPD-0737	36 E HIGH ST	OPD- SALES TO AND USE BY UNDERAGE PERSONS	4/15/17	4:57:00PM
17-OPD-0740	36 E HIGH ST	OPD- SALES TO AND USE BY UNDERAGE PERSONS	4/16/17	12:25:00AM
17-OPD-0741	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	4/16/17	1:57:00AM
17-OPD-0742	518 S MAIN ST	Sale of Liquor to Underage Person - underage consume beer in	4/16/17	2:15:00AM
17-OPD-0743	36 E HIGH ST	Assault - Knowingly Harm Victim	4/16/17	1:47:00AM
17-OPD-0745	10 W ROSE AV	Theft - 23F	4/16/17	11:38:00AM
17-OPD-0747	7 MIAMI COMMONS	unspecified	4/16/17	2:30:00PM
17-OPD-0748	110 N POPLAR ST	Criminal Mischief	4/17/17	11:04:00AM
17-OPD-0749	4030 OXFORD REILY RD	Assault	4/17/17	11:10:00AM
17-OPD-0750	3719 MILLVILLE OXFORD RD	Inducing Panic - circulating report/warning	4/15/17	9:25:00PM
17-OPD-0751	5032 COLLEGE CORNER PIKE	Criminal Damaging/Endangering	4/18/17	12:33:00PM
17-OPD-0753	6096 REILY MILLVILLE RD	unspecified	4/18/17	3:39:00PM
17-OPD-0755	123 N COLLEGE AV	Theft - 23F	4/18/17	5:44:00PM
17-OPD-0759	5032 COLLEGE CORNER PIKE	Theft -Without Consent	4/18/17	11:35:00PM
17-OPD-0761	W HIGH ST // LOCUST ST	"Possessing Drug Abuse Instrument - obtain, use"	4/19/17	9:52:00AM
17-OPD-0764	300 S LOCUST ST	WARRANT ASSIST / ARREST	4/20/17	10:53:00AM
17-OPD-0766	N COLLEGE AV	OPD- Theft (All Other Larceny)	4/20/17	3:10:00PM
17-OPD-0768	100-BLK E HIGH ST	Disorderly Conduct - intoxicated create risk of harm	4/21/17	12:55:00AM
17-OPD-0769	0 BLK E HIGH ST	PHYSICAL CONTROL OF VEHICLE WHILE UNDER INFLUENCE	4/21/17	2:02:00AM
17-OPD-0771	221 W SPRING ST	Theft -Without Consent	4/21/17	6:35:00AM
17-OPD-0781	36 E. High St.	Assault - Knowingly Harm Victim	4/22/17	5:04:00AM
17-OPD-0782	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	4/22/17	3:07:00PM
17-OPD-0784	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	4/22/17	3:58:00PM
17-OPD-0785	95 E CHESTNUT ST	Sale of Liquor to Underage Person - sell to/purchase for	4/22/17	4:34:00PM
17-OPD-0786	20 E. Spring St.	OPD- SALES TO AND USE BY UNDERAGE PERSONS	4/22/17	4:30:00PM
17-OPD-0787	200 S LOCUST ST	Sale of Liquor to Underage Person - sell to/purchase for	4/22/17	5:08:00PM
17-OPD-0788	101 W HIGH ST	Sale of Liquor to Underage Person - sell to/purchase for	4/22/17	5:33:00PM
17-OPD-0789	17 N POPLAR ST	Sale of Liquor to Underage Person - underage consume beer in	4/22/17	5:23:00PM
17-OPD-0792	33 E HIGH ST	"Criminal Mischief - Move, Deface, Tamper, Etc. Property Of A"	4/23/17	12:10:00AM
17-OPD-0793	36 E HIGH ST	Disorderly Conduct - intoxicated create risk of harm	4/23/17	12:09:00AM
17-OPD-0794	1 E HIGH ST	Prohibitions - persons under 21	4/23/17	12:55:00AM
17-OPD-0795	2 WOOSTER PL	BURGLARY-TRESPASS IN PERMANENT OR TEMPORARY HABITATION OF AN	4/23/17	2:28:00AM
17-OPD-0796	251 REAGAN PL	unspecified	4/23/17	3:33:00AM
17-OPD-0797	32 E HIGH ST	Burglary - Purpose To Commit Theft Offense Or Felony	4/23/17	4:32:00AM
17-OPD-0798	6500-BLK FAIRFIELD RD	Driving While Under the Influence of Alcohol/Drugs	4/23/17	3:37:00AM
17-OPD-0799	5262 BROWN RD	BURGLARY-TRESPASS IN PERMANENT OR TEMPORARY HABITATION OF AN	4/23/17	5:20:00AM
17-OPD-0800	540 S LOCUST ST	Theft -Deception	4/23/17	2:22:00PM
17-OPD-0801	5262 Brown Road	Theft -Deception	4/23/17	3:52:00PM
17-OPD-0802	117 S MAIN ST	"Criminal Mischief - Move, Deface, Tamper, Etc. Property Of A"	4/23/17	6:15:00PM
17-OPD-0803	305 S LOCUST ST	Assault - Knowingly Harm Victim	4/23/17	8:21:00PM
17-OPD-0804	305 S. Locust St.	Domestic Violence - knowingly cause physical harm	4/23/17	10:30:00PM
17-OPD-0805	216 E SYCAMORE ST	Theft	4/24/17	2:11:00PM
17-OPD-0806	4030 Oxford Reily Rd.	SQUAD ASSIST	4/24/17	1:43:00PM
17-OPD-0811	10 E COLLINS ST	Vandalism - Occupied Structure	4/25/17	12:52:00PM
17-OPD-0814	2 S. Campus Avenue	Sale of Liquor to Underage Person - underage consume beer in	4/26/17	2:11:00AM
17-OPD-0818	14 S POPLAR ST	Trafficking in Drugs	4/26/17	2:57:00PM
17-OPD-0819	118 E VINE ST	unspecified	4/26/17	3:19:00PM
17-OPD-0820	116 W. Withrow  St.	Theft -By Threat	4/27/17	9:09:00AM
17-OPD-0822	11 S POPLAR ST	unspecified	4/27/17	4:00:00PM
17-OPD-0827	205 E. Church Street	Sale of Liquor to Underage Person - underage consume beer in	4/27/17	10:44:00PM
17-OPD-0828	3 W. Withrow St.	DC-RISK OF PHYSICAL HARM TO PERSONS OR PROPERTY	5/8/17	4:13:00AM
17-OPD-0830	109 S. Main St	PROHIBITED ACTS	4/28/17	12:57:00AM
17-OPD-0831	200-BLK S CAMPUS AV	Sale of Liquor to Underage Person - underage consume beer in	4/28/17	1:48:00AM
17-OPD-0832	119 E. High Street	OPD- Certain Acts/Display Altered	4/28/17	12:27:00AM
17-OPD-0834	223 N POPLAR ST	Theft	4/28/17	12:26:00PM
17-OPD-0837	6099 FAIRFIELD RD	Theft - 23D	4/28/17	2:58:00PM
17-OPD-0838	5201 COLLEGE CORNER PIKE	unspecified	4/28/17	5:54:00PM
17-OPD-0839	115 PLUM ST	Theft -Without Consent	4/28/17	5:57:00PM
17-OPD-0840	316 E WITHROW ST	Morgan David	4/28/17	7:08:00PM
17-OPD-0841	E VINE ST // N CAMPUS AV	PROHIBITED ACTS	4/28/17	10:16:00PM
17-OPD-0845	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	4/29/17	12:17:00AM
17-OPD-0848	0-BLK N MAIN ST	CERTAIN ACTS PROHIBITED	4/29/17	1:12:00AM
17-OPD-0849	36 E HIGH ST	SALES TO AND USE BY UNDERAGE PERSONS; SECURING PUBLIC ACCOMO	4/29/17	1:47:00AM
17-OPD-0850	0-BLK S CAMPUS AV	Driving While Under the Influence of Alcohol/Drugs	4/29/17	2:55:00AM
17-OPD-0851	116 W CHURCH ST	Aggravated Burglary - Armed W/Deadly Weapon/Dangerous Ordnan	4/29/17	3:50:00AM
17-OPD-0852	610 OXFORD COMMONS	Domestic Violence - knowingly cause physical harm	4/29/17	8:02:00AM
17-OPD-0853	112 TALLAWANDA RD	OPD- Vehicle Trespass	4/29/17	11:32:00AM
